input_index,final_label,decision_source,hybrid_confidence,agreement,conflict,requires_human_review,review_reason,rule_prediction,rule_active_votes,ml_prediction,ml_top_probability
481,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
482,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
483,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
484,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
485,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9977
486,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
487,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
488,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
489,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
490,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
491,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
492,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
493,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
494,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
495,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
496,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
497,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999
498,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
499,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
500,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
501,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
502,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
503,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
504,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
505,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
506,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
507,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
508,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
509,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
510,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
511,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
512,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
513,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
514,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
515,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
516,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
517,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
518,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
519,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
520,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
521,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
522,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
523,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
524,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
525,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
526,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
527,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
528,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
529,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
530,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
531,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
532,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
533,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
534,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
535,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
536,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
537,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
538,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
539,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
540,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
541,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
542,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
543,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
544,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
545,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
546,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994
547,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
548,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
549,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
550,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
551,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
552,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
553,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
554,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
555,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999
556,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
557,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
558,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
559,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
560,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994
561,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
562,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
563,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
564,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
565,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
566,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
567,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
568,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
569,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
570,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
571,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
572,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
573,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
574,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
575,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
576,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
577,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
578,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
579,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
580,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
581,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
582,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
583,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
584,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
585,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
586,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
587,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
588,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
589,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
590,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
591,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
592,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
593,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
594,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
595,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
596,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
597,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
598,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
599,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
600,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
601,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
602,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
603,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
604,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
605,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
606,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
607,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
608,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
609,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
610,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
611,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
612,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
613,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
614,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
615,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
616,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
617,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
618,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
619,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
620,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
621,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
622,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
623,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
624,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
625,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
626,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
627,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
628,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
629,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
630,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
631,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
632,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
633,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
634,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
635,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
636,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
637,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
638,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
639,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
640,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
641,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
642,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999
643,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
644,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
645,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
646,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
647,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
648,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
649,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
650,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
651,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
652,forest_natural_fire,hybrid_agreement,0.99,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.9921
653,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
654,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
655,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
656,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
657,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
658,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
659,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
660,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
661,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
662,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999
663,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
664,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
665,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
666,forest_natural_fire,hybrid_agreement,0.99,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.9937
667,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,3,industrial_fire,0.9985
668,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.829
669,industrial_process_heat,hybrid_agreement,0.99,True,False,False,,industrial_process_heat,1,industrial_process_heat,0.9859
670,industrial_process_heat,hybrid_agreement,0.99,True,False,False,,industrial_process_heat,1,industrial_process_heat,0.9856
671,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9976
672,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
673,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,6,industrial_fire,0.9985
674,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,4,industrial_fire,0.9959
675,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9989
676,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9961
677,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,4,industrial_fire,0.9993
678,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,4,industrial_fire,0.9993
679,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,3,industrial_fire,0.9995
680,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9995
681,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9997
682,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9924
683,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,1,industrial_fire,0.9953
684,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
685,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
686,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
687,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
688,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
689,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
690,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
691,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9995
692,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
693,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
694,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
695,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
696,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
697,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
698,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
699,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
700,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
701,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
702,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
703,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
704,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999
705,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
706,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
707,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
708,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
709,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
710,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
711,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
712,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
713,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
714,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999
715,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
716,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
717,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
718,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
